urn of en allw scholion	scholion text after en allw	urn of iliad line for that scholion	text of corresponding Iliad line in VenA	text of a similar Iliad line in OCT	words that intersect between two lines	urn of OCT line
urn:cts:greekLit:tlg5026.msAim.hmt:5.6023	υἱὸς μὲν ἀμύμονος Ἀγχίσαο	urn:cts:greekLit:tlg0012.tlg001.msA:5.75	ήριπε δ' ἐν κονίης ψυχρὸν δ' έλε χαλκὸν ὀδοῦσιν	ἀρτύνθη δὲ μάχη στὰν δ' ἀντίοι ἐν δ' ̓Αγαμέμνων	δ', ἐν, δ'	urn:cts:greekLit:tlg0012.tlg001.omar:11.216
urn:cts:greekLit:tlg5026.msAim.hmt:5.6023	υἱὸς μὲν ἀμύμονος Ἀγχίσαο	urn:cts:greekLit:tlg0012.tlg001.msA:5.75	ήριπε δ' ἐν κονίης ψυχρὸν δ' έλε χαλκὸν ὀδοῦσιν	ἤριπε δ' ἐν κονίῃσιν ἐγὼ δ' ἐς δίφρον ὀρούσας	δ', ἐν, δ'	urn:cts:greekLit:tlg0012.tlg001.omar:11.743
urn:cts:greekLit:tlg5026.msAim.hmt:5.6023	υἱὸς μὲν ἀμύμονος Ἀγχίσαο	urn:cts:greekLit:tlg0012.tlg001.msA:5.75	ήριπε δ' ἐν κονίης ψυχρὸν δ' έλε χαλκὸν ὀδοῦσιν	ἔνθ' ἔνι μὲν φιλότης ἐν δ' ἵμερος ἐν δ' ὀαριστὺς	δ', ἐν, δ'	urn:cts:greekLit:tlg0012.tlg001.omar:14.216
urn:cts:greekLit:tlg5026.msAim.hmt:5.6023	υἱὸς μὲν ἀμύμονος Ἀγχίσαο	urn:cts:greekLit:tlg0012.tlg001.msA:5.75	ήριπε δ' ἐν κονίης ψυχρὸν δ' έλε χαλκὸν ὀδοῦσιν	̔́Εκτορα δ' ἐν πεδίῳ ἴδε κείμενον ἀμφὶ δ' ἑταῖροι	δ', ἐν, δ'	urn:cts:greekLit:tlg0012.tlg001.omar:15.9
urn:cts:greekLit:tlg5026.msAim.hmt:5.6023	υἱὸς μὲν ἀμύμονος Ἀγχίσαο	urn:cts:greekLit:tlg0012.tlg001.msA:5.75	ήριπε δ' ἐν κονίης ψυχρὸν δ' έλε χαλκὸν ὀδοῦσιν	κὰδ δ' ἔπες' ἐν κονίῃσι μακών ἀπὸ δ' ἔπτατο θυμός	δ', ἐν, δ'	urn:cts:greekLit:tlg0012.tlg001.omar:16.469
urn:cts:greekLit:tlg5026.msAim.hmt:5.6023	υἱὸς μὲν ἀμύμονος Ἀγχίσαο	urn:cts:greekLit:tlg0012.tlg001.msA:5.75	ήριπε δ' ἐν κονίης ψυχρὸν δ' έλε χαλκὸν ὀδοῦσιν	μαρναμένων ἀμφ' αὐτόν ὃ δ' ἐν στροφάλιγγι κονίης	δ', ἐν, κονίης	urn:cts:greekLit:tlg0012.tlg001.omar:16.775
urn:cts:greekLit:tlg5026.msAim.hmt:5.6023	υἱὸς μὲν ἀμύμονος Ἀγχίσαο	urn:cts:greekLit:tlg0012.tlg001.msA:5.75	ήριπε δ' ἐν κονίης ψυχρὸν δ' έλε χαλκὸν ὀδοῦσιν	Τρώων οἳ δ' ἅμ' ἕποντο δύω δ' ἐν τοῖσι μάλιστα	δ', ἐν, δ'	urn:cts:greekLit:tlg0012.tlg001.omar:17.753
urn:cts:greekLit:tlg5026.msAim.hmt:5.6023	υἱὸς μὲν ἀμύμονος Ἀγχίσαο	urn:cts:greekLit:tlg0012.tlg001.msA:5.75	ήριπε δ' ἐν κονίης ψυχρὸν δ' έλε χαλκὸν ὀδοῦσιν	̔́Εκτορι δ' ἦεν ἑταῖρος ἰῇ δ' ἐν νυκτὶ γένοντο	δ', ἐν, δ'	urn:cts:greekLit:tlg0012.tlg001.omar:18.251
urn:cts:greekLit:tlg5026.msAim.hmt:5.6023	υἱὸς μὲν ἀμύμονος Ἀγχίσαο	urn:cts:greekLit:tlg0012.tlg001.msA:5.75	ήριπε δ' ἐν κονίης ψυχρὸν δ' έλε χαλκὸν ὀδοῦσιν	χαλκὸν δ' ἐν πυρὶ βάλλεν ἀτειρέα κασσίτερόν τε	δ', ἐν, χαλκὸν	urn:cts:greekLit:tlg0012.tlg001.omar:18.474
urn:cts:greekLit:tlg5026.msAim.hmt:5.6023	υἱὸς μὲν ἀμύμονος Ἀγχίσαο	urn:cts:greekLit:tlg0012.tlg001.msA:5.75	ήριπε δ' ἐν κονίης ψυχρὸν δ' έλε χαλκὸν ὀδοῦσιν	κοῦροι δ' ὀρχηστῆρες ἐδίνεον ἐν δ' ἄρα τοῖσιν	δ', ἐν, δ'	urn:cts:greekLit:tlg0012.tlg001.omar:18.494
urn:cts:greekLit:tlg5026.msAim.hmt:5.6023	υἱὸς μὲν ἀμύμονος Ἀγχίσαο	urn:cts:greekLit:tlg0012.tlg001.msA:5.75	ήριπε δ' ἐν κονίης ψυχρὸν δ' έλε χαλκὸν ὀδοῦσιν	ἐν δ' ̓́Ερις ἐν δὲ Κυδοιμὸς ὁμίλεον ἐν δ' ὀλοὴ Κήρ	δ', ἐν, δ'	urn:cts:greekLit:tlg0012.tlg001.omar:18.535
urn:cts:greekLit:tlg5026.msAim.hmt:5.6023	υἱὸς μὲν ἀμύμονος Ἀγχίσαο	urn:cts:greekLit:tlg0012.tlg001.msA:5.75	ήριπε δ' ἐν κονίης ψυχρὸν δ' έλε χαλκὸν ὀδοῦσιν	ἐν δ' ἐτίθει τέμενος βασιλήϊον ἔνθα δ' ἔριθοι	δ', ἐν, δ'	urn:cts:greekLit:tlg0012.tlg001.omar:18.550
urn:cts:greekLit:tlg5026.msAim.hmt:5.6023	υἱὸς μὲν ἀμύμονος Ἀγχίσαο	urn:cts:greekLit:tlg0012.tlg001.msA:5.75	ήριπε δ' ἐν κονίης ψυχρὸν δ' έλε χαλκὸν ὀδοῦσιν	ἷζε δ' ἄρ' ἐν μέσσοισι Διὸς δ' ἐξείρετο βουλήν	δ', ἐν, δ'	urn:cts:greekLit:tlg0012.tlg001.omar:20.15
urn:cts:greekLit:tlg5026.msAim.hmt:5.6023	υἱὸς μὲν ἀμύμονος Ἀγχίσαο	urn:cts:greekLit:tlg0012.tlg001.msA:5.75	ήριπε δ' ἐν κονίης ψυχρὸν δ' έλε χαλκὸν ὀδοῦσιν	ἐν δ' ἔπεσον μεγάλῳ πατάγῳ βράχε δ' αἰπὰ ῥέεθρα	δ', ἐν, δ'	urn:cts:greekLit:tlg0012.tlg001.omar:21.9
urn:cts:greekLit:tlg5026.msAim.hmt:5.6023	υἱὸς μὲν ἀμύμονος Ἀγχίσαο	urn:cts:greekLit:tlg0012.tlg001.msA:5.75	ήριπε δ' ἐν κονίης ψυχρὸν δ' έλε χαλκὸν ὀδοῦσιν	ἐν γαίῃ δ' ἐπάγη ἀνὰ δ' ἥρπασε Παλλὰς ̓Αθήνη	δ', ἐν, δ'	urn:cts:greekLit:tlg0012.tlg001.omar:22.276
urn:cts:greekLit:tlg5026.msAim.hmt:5.6023	υἱὸς μὲν ἀμύμονος Ἀγχίσαο	urn:cts:greekLit:tlg0012.tlg001.msA:5.75	ήριπε δ' ἐν κονίης ψυχρὸν δ' έλε χαλκὸν ὀδοῦσιν	ἤριπε δ' ἐν κονίῃς ὃ δ' ἐπεύξατο δῖος ̓Αχιλλεύς	δ', ἐν, δ'	urn:cts:greekLit:tlg0012.tlg001.omar:22.330
urn:cts:greekLit:tlg5026.msAim.hmt:5.6023	υἱὸς μὲν ἀμύμονος Ἀγχίσαο	urn:cts:greekLit:tlg0012.tlg001.msA:5.75	ήριπε δ' ἐν κονίης ψυχρὸν δ' έλε χαλκὸν ὀδοῦσιν	κεῖται δ' ἐν λεχέεσς' ἅμα δ' ἠοῖ φαινομένηφιν	δ', ἐν, δ'	urn:cts:greekLit:tlg0012.tlg001.omar:24.600
---	---	---	---	---	---	---
---	---	---	---	---	---	---
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:6.237	οὗτοι γὰρ	urn:cts:greekLit:tlg0012.tlg001.msA:6.248	δώδεκ' έσαν τέγεοι θάλαμοι ξεστοῖο λίθοιο	πεντήκοντ' ἔνεσαν θάλαμοι ξεστοῖο λίθοιο	θάλαμοι, ξεστοῖο, λίθοιο	urn:cts:greekLit:tlg0012.tlg001.omar:6.244
---	---	---	---	---	---	---
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:7.2015	δέος ᾕρει	urn:cts:greekLit:tlg0012.tlg001.msA:7.290	νῦν μὲν παυσώμεσθα μάχης καὶ δηϊοτῆτος	νῦν μὲν παύσωμεν πόλεμον καὶ δηϊοτῆτα	νῦν, μὲν, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:7.29
urn:cts:greekLit:tlg5026.msAim.hmt:7.2015	δέος ᾕρει	urn:cts:greekLit:tlg0012.tlg001.msA:7.290	νῦν μὲν παυσώμεσθα μάχης καὶ δηϊοτῆτος	ἀλλὰ σὺ μὲν νῦν στῆθι καὶ ἄμπνυε τόνδε δ' ἐγώ τοι	νῦν, μὲν, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:22.222
urn:cts:greekLit:tlg5026.msAim.hmt:7.2015	δέος ᾕρει	urn:cts:greekLit:tlg0012.tlg001.msA:7.290	νῦν μὲν παυσώμεσθα μάχης καὶ δηϊοτῆτος	καὶ νῦν μὲν φίλον υἱὸν ἐλύσαο πολλὰ δ' ἔδωκας	νῦν, μὲν, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:24.685
---	---	---	---	---	---	---
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:8.108	εὐχετάασθε	urn:cts:greekLit:tlg0012.tlg001.msA:8.116	Νέστωρ δ' ἐν χείρεσσι λάβ' ἡνία φοινικόεντα	ἀλλὰ σύ γ' ἐν χείρεσσι λάβ' αἰγίδα θυσσανόεσσαν	ἐν, χείρεσσι, λάβ'	urn:cts:greekLit:tlg0012.tlg001.omar:15.229
---	---	---	---	---	---	---
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:8.185	καί κεν τετελεσμένον ἔπλεν	urn:cts:greekLit:tlg0012.tlg001.msA:8.260	ήριπε δ' ἐξ οχέων ἀράβησε δὲ τεύχε' ἐπ αυτῷ	οἳ δ' αὖτις κατὰ τεύχε' ἔδυν μνήσαντο δὲ χάρμης	δ', δὲ, τεύχε'	urn:cts:greekLit:tlg0012.tlg001.omar:4.222
urn:cts:greekLit:tlg5026.msAim.hmt:8.185	καί κεν τετελεσμένον ἔπλεν	urn:cts:greekLit:tlg0012.tlg001.msA:8.260	ήριπε δ' ἐξ οχέων ἀράβησε δὲ τεύχε' ἐπ αυτῷ	δούπησεν δὲ πεσών ἀράβησε δὲ τεύχε' ἐπ' αὐτῷ	ἀράβησε, δὲ, τεύχε'	urn:cts:greekLit:tlg0012.tlg001.omar:4.504
urn:cts:greekLit:tlg5026.msAim.hmt:8.185	καί κεν τετελεσμένον ἔπλεν	urn:cts:greekLit:tlg0012.tlg001.msA:8.260	ήριπε δ' ἐξ οχέων ἀράβησε δὲ τεύχε' ἐπ αυτῷ	δούπησεν δὲ πεσών ἀράβησε δὲ τεύχε' ἐπ' αὐτῷ	ἀράβησε, δὲ, τεύχε'	urn:cts:greekLit:tlg0012.tlg001.omar:5.42
urn:cts:greekLit:tlg5026.msAim.hmt:8.185	καί κεν τετελεσμένον ἔπλεν	urn:cts:greekLit:tlg0012.tlg001.msA:8.260	ήριπε δ' ἐξ οχέων ἀράβησε δὲ τεύχε' ἐπ αυτῷ	ἤριπε δὲ πρηνής ἀράβησε δὲ τεύχε' ἐπ' αὐτῷ	ἀράβησε, δὲ, τεύχε'	urn:cts:greekLit:tlg0012.tlg001.omar:5.58
urn:cts:greekLit:tlg5026.msAim.hmt:8.185	καί κεν τετελεσμένον ἔπλεν	urn:cts:greekLit:tlg0012.tlg001.msA:8.260	ήριπε δ' ἐξ οχέων ἀράβησε δὲ τεύχε' ἐπ αυτῷ	ἤριπε δ' ἐξ ὀχέων ἀράβησε δὲ τεύχε' ἐπ' αὐτῷ	δ', ἐξ, ἀράβησε, δὲ, τεύχε'	urn:cts:greekLit:tlg0012.tlg001.omar:5.294
urn:cts:greekLit:tlg5026.msAim.hmt:8.185	καί κεν τετελεσμένον ἔπλεν	urn:cts:greekLit:tlg0012.tlg001.msA:8.260	ήριπε δ' ἐξ οχέων ἀράβησε δὲ τεύχε' ἐπ αυτῷ	δούπησεν δὲ πεσών ἀράβησε δὲ τεύχε' ἐπ' αὐτῷ	ἀράβησε, δὲ, τεύχε'	urn:cts:greekLit:tlg0012.tlg001.omar:5.540
urn:cts:greekLit:tlg5026.msAim.hmt:8.185	καί κεν τετελεσμένον ἔπλεν	urn:cts:greekLit:tlg0012.tlg001.msA:8.260	ήριπε δ' ἐξ οχέων ἀράβησε δὲ τεύχε' ἐπ αυτῷ	ὦμον ὃ δ' ἐξ ἵππων χαμάδις πέσε λύντο δὲ γυῖα	δ', ἐξ, δὲ	urn:cts:greekLit:tlg0012.tlg001.omar:7.16
urn:cts:greekLit:tlg5026.msAim.hmt:8.185	καί κεν τετελεσμένον ἔπλεν	urn:cts:greekLit:tlg0012.tlg001.msA:8.260	ήριπε δ' ἐξ οχέων ἀράβησε δὲ τεύχε' ἐπ αυτῷ	αὐτὸς δ' ἐξ ̓́Ιδης μεγάλ' ἔκτυπε δαιόμενον δὲ	δ', ἐξ, δὲ	urn:cts:greekLit:tlg0012.tlg001.omar:8.75
urn:cts:greekLit:tlg5026.msAim.hmt:8.185	καί κεν τετελεσμένον ἔπλεν	urn:cts:greekLit:tlg0012.tlg001.msA:8.260	ήριπε δ' ἐξ οχέων ἀράβησε δὲ τεύχε' ἐπ αυτῷ	δούπησεν δὲ πεσών ἀράβησε δὲ τεύχε' ἐπ' αὐτῷ	ἀράβησε, δὲ, τεύχε'	urn:cts:greekLit:tlg0012.tlg001.omar:13.187
urn:cts:greekLit:tlg5026.msAim.hmt:8.185	καί κεν τετελεσμένον ἔπλεν	urn:cts:greekLit:tlg0012.tlg001.msA:8.260	ήριπε δ' ἐξ οχέων ἀράβησε δὲ τεύχε' ἐπ αυτῷ	δούπησεν δὲ πεσών ὃ δ' ἀπ' ὤμων τεύχε' ἐσύλα	δ', δὲ, τεύχε'	urn:cts:greekLit:tlg0012.tlg001.omar:15.524
urn:cts:greekLit:tlg5026.msAim.hmt:8.185	καί κεν τετελεσμένον ἔπλεν	urn:cts:greekLit:tlg0012.tlg001.msA:8.260	ήριπε δ' ἐξ οχέων ἀράβησε δὲ τεύχε' ἐπ αυτῷ	δούπησεν δὲ πεσών ἀράβησε δὲ τεύχε' ἐπ' αὐτῷ	ἀράβησε, δὲ, τεύχε'	urn:cts:greekLit:tlg0012.tlg001.omar:17.50
urn:cts:greekLit:tlg5026.msAim.hmt:8.185	καί κεν τετελεσμένον ἔπλεν	urn:cts:greekLit:tlg0012.tlg001.msA:8.260	ήριπε δ' ἐξ οχέων ἀράβησε δὲ τεύχε' ἐπ αυτῷ	δούπησεν δὲ πεσών ἀράβησε δὲ τεύχε' ἐπ' αὐτῷ	ἀράβησε, δὲ, τεύχε'	urn:cts:greekLit:tlg0012.tlg001.omar:17.311
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:8.294	ἢν ἐθέλῃσθα ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:8.454	ὧδε γὰρ ἐξερέω τό δε κεν τετελεσμένον ῆεν	ὧδε γὰρ ἐξερέω τὸ δὲ καὶ τετελεσμένον ἔσται	ὧδε, γὰρ, ἐξερέω, τετελεσμένον	urn:cts:greekLit:tlg0012.tlg001.omar:1.212
urn:cts:greekLit:tlg5026.msAim.hmt:8.294	ἢν ἐθέλῃσθα ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:8.454	ὧδε γὰρ ἐξερέω τό δε κεν τετελεσμένον ῆεν	ὧδε γὰρ ἐξερέω τὸ δὲ καὶ τετελεσμένον ἔσται	ὧδε, γὰρ, ἐξερέω, τετελεσμένον	urn:cts:greekLit:tlg0012.tlg001.omar:8.401
urn:cts:greekLit:tlg5026.msAim.hmt:8.294	ἢν ἐθέλῃσθα ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:8.454	ὧδε γὰρ ἐξερέω τό δε κεν τετελεσμένον ῆεν	ὧδε γὰρ ἐξερέω καὶ μὴν τετελεσμένον ἔσται	ὧδε, γὰρ, ἐξερέω, τετελεσμένον	urn:cts:greekLit:tlg0012.tlg001.omar:23.410
urn:cts:greekLit:tlg5026.msAim.hmt:8.294	ἢν ἐθέλῃσθα ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:8.454	ὧδε γὰρ ἐξερέω τό δε κεν τετελεσμένον ῆεν	ὧδε γὰρ ἐξερέω τὸ δὲ καὶ τετελεσμένον ἔσται	ὧδε, γὰρ, ἐξερέω, τετελεσμένον	urn:cts:greekLit:tlg0012.tlg001.omar:23.672
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:8.297	φεροίμην ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:8.471	ὄψεαι αί κ' ἐθέλῃσθα βοῶπι πότνια Ἥρη	ὄψεαι αἴ κ' ἐθέλῃσθα καὶ αἴ κέν τοι τὰ μεμήλῃ	ὄψεαι, κ', ἐθέλῃσθα	urn:cts:greekLit:tlg0012.tlg001.omar:4.353
urn:cts:greekLit:tlg5026.msAim.hmt:8.297	φεροίμην ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:8.471	ὄψεαι αί κ' ἐθέλῃσθα βοῶπι πότνια Ἥρη	ὄψεαι αἴ κ' ἐθέλῃσθα καὶ αἴ κέν τοι τὰ μεμήλῃ	ὄψεαι, κ', ἐθέλῃσθα	urn:cts:greekLit:tlg0012.tlg001.omar:9.359
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:8.348	ἐγγὺς ἐόντες	urn:cts:greekLit:tlg0012.tlg001.msA:8.532-8.534	εἴσομαι εἴ κέ μ' ὁ Τυδείδης κρατερὸς Διομήδης πὰρ νηῶν πρὸς τεῖχος ἀπώσεται ἤ κεν ἐγὼ τὸν χαλκῷ δῃώσας ἔναρα βροτόεντα φέρωμαι	ὣς φάτο τὸν δ' οὔ τι προσέφη κρατερὸς Διομήδης	κρατερὸς, Διομήδης, τὸν	urn:cts:greekLit:tlg0012.tlg001.omar:4.401
urn:cts:greekLit:tlg5026.msAim.hmt:8.348	ἐγγὺς ἐόντες	urn:cts:greekLit:tlg0012.tlg001.msA:8.532-8.534	εἴσομαι εἴ κέ μ' ὁ Τυδείδης κρατερὸς Διομήδης πὰρ νηῶν πρὸς τεῖχος ἀπώσεται ἤ κεν ἐγὼ τὸν χαλκῷ δῃώσας ἔναρα βροτόεντα φέρωμαι	τὸν δ' ἄρ' ὑπόδρα ἰδὼν προσέφη κρατερὸς Διομήδης	κρατερὸς, Διομήδης, τὸν	urn:cts:greekLit:tlg0012.tlg001.omar:4.411
urn:cts:greekLit:tlg5026.msAim.hmt:8.348	ἐγγὺς ἐόντες	urn:cts:greekLit:tlg0012.tlg001.msA:8.532-8.534	εἴσομαι εἴ κέ μ' ὁ Τυδείδης κρατερὸς Διομήδης πὰρ νηῶν πρὸς τεῖχος ἀπώσεται ἤ κεν ἐγὼ τὸν χαλκῷ δῃώσας ἔναρα βροτόεντα φέρωμαι	τὸν δ' ἄρ' ὑπόδρα ἰδὼν προσέφη κρατερὸς Διομήδης	κρατερὸς, Διομήδης, τὸν	urn:cts:greekLit:tlg0012.tlg001.omar:5.251
urn:cts:greekLit:tlg5026.msAim.hmt:8.348	ἐγγὺς ἐόντες	urn:cts:greekLit:tlg0012.tlg001.msA:8.532-8.534	εἴσομαι εἴ κέ μ' ὁ Τυδείδης κρατερὸς Διομήδης πὰρ νηῶν πρὸς τεῖχος ἀπώσεται ἤ κεν ἐγὼ τὸν χαλκῷ δῃώσας ἔναρα βροτόεντα φέρωμαι	τὸν δ' οὐ ταρβήσας προσέφη κρατερὸς Διομήδης	κρατερὸς, Διομήδης, τὸν	urn:cts:greekLit:tlg0012.tlg001.omar:5.286
urn:cts:greekLit:tlg5026.msAim.hmt:8.348	ἐγγὺς ἐόντες	urn:cts:greekLit:tlg0012.tlg001.msA:8.532-8.534	εἴσομαι εἴ κέ μ' ὁ Τυδείδης κρατερὸς Διομήδης πὰρ νηῶν πρὸς τεῖχος ἀπώσεται ἤ κεν ἐγὼ τὸν χαλκῷ δῃώσας ἔναρα βροτόεντα φέρωμαι	εἴσομαι εἴ κέ μ' ὁ Τυδεί̈δης κρατερὸς Διομήδης	εἴσομαι, εἴ, κέ, μ', ὁ, κρατερὸς, Διομήδης	urn:cts:greekLit:tlg0012.tlg001.omar:8.532
urn:cts:greekLit:tlg5026.msAim.hmt:8.348	ἐγγὺς ἐόντες	urn:cts:greekLit:tlg0012.tlg001.msA:8.532-8.534	εἴσομαι εἴ κέ μ' ὁ Τυδείδης κρατερὸς Διομήδης πὰρ νηῶν πρὸς τεῖχος ἀπώσεται ἤ κεν ἐγὼ τὸν χαλκῷ δῃώσας ἔναρα βροτόεντα φέρωμαι	πὰρ νηῶν πρὸς τεῖχος ἀπώσεται ἤ κεν ἐγὼ τὸν	πὰρ, νηῶν, πρὸς, τεῖχος, ἀπώσεται, ἤ, κεν, ἐγὼ, τὸν	urn:cts:greekLit:tlg0012.tlg001.omar:8.533
urn:cts:greekLit:tlg5026.msAim.hmt:8.348	ἐγγὺς ἐόντες	urn:cts:greekLit:tlg0012.tlg001.msA:8.532-8.534	εἴσομαι εἴ κέ μ' ὁ Τυδείδης κρατερὸς Διομήδης πὰρ νηῶν πρὸς τεῖχος ἀπώσεται ἤ κεν ἐγὼ τὸν χαλκῷ δῃώσας ἔναρα βροτόεντα φέρωμαι	χαλκῷ δῃώσας ἔναρα βροτόεντα φέρωμαι	χαλκῷ, δῃώσας, ἔναρα, βροτόεντα, φέρωμαι	urn:cts:greekLit:tlg0012.tlg001.omar:8.534
urn:cts:greekLit:tlg5026.msAim.hmt:8.348	ἐγγὺς ἐόντες	urn:cts:greekLit:tlg0012.tlg001.msA:8.532-8.534	εἴσομαι εἴ κέ μ' ὁ Τυδείδης κρατερὸς Διομήδης πὰρ νηῶν πρὸς τεῖχος ἀπώσεται ἤ κεν ἐγὼ τὸν χαλκῷ δῃώσας ἔναρα βροτόεντα φέρωμαι	τὸν δ' ἄρ' ὑπόδρα ἰδὼν προσέφη κρατερὸς Διομήδης	κρατερὸς, Διομήδης, τὸν	urn:cts:greekLit:tlg0012.tlg001.omar:10.446
urn:cts:greekLit:tlg5026.msAim.hmt:8.348	ἐγγὺς ἐόντες	urn:cts:greekLit:tlg0012.tlg001.msA:8.532-8.534	εἴσομαι εἴ κέ μ' ὁ Τυδείδης κρατερὸς Διομήδης πὰρ νηῶν πρὸς τεῖχος ἀπώσεται ἤ κεν ἐγὼ τὸν χαλκῷ δῃώσας ἔναρα βροτόεντα φέρωμαι	τὸν δ' ἀπαμειβόμενος προσέφη κρατερὸς Διομήδης	κρατερὸς, Διομήδης, τὸν	urn:cts:greekLit:tlg0012.tlg001.omar:11.316
urn:cts:greekLit:tlg5026.msAim.hmt:8.348	ἐγγὺς ἐόντες	urn:cts:greekLit:tlg0012.tlg001.msA:8.532-8.534	εἴσομαι εἴ κέ μ' ὁ Τυδείδης κρατερὸς Διομήδης πὰρ νηῶν πρὸς τεῖχος ἀπώσεται ἤ κεν ἐγὼ τὸν χαλκῷ δῃώσας ἔναρα βροτόεντα φέρωμαι	τὸν δ' οὐ ταρβήσας προσέφη κρατερὸς Διομήδης	κρατερὸς, Διομήδης, τὸν	urn:cts:greekLit:tlg0012.tlg001.omar:11.384
